County,State,Use car/truck/van to go to work,Drove alone,Carpooled,Public Transportation,Walked,Bicycle,Taxicab/motorcycle/other means,Worked from home,Worked within county of residence,Worked outside county of residence,Travel time to work less than 10 minutes,Travel time to work 10 to 14 minutes,Travel time to work 15 to 19 minutes,Travel time to work 20 to 24 minutes,Travel time to work 25 to 29 minutes,Travel time to work 30 to 34 minutes,Travel time to work 35 to 44 minutes,Travel time to work 45 to 59 minutes,Travel time to work 60+ minutes,Mean travel time to work (minutes),0 vehicles available,1 vehicles available,2 vehicles available,3+ vehicles available,FID
Illinois,Stephenson,90.2%,79.2%,11.0%,0.9%,3.4%,0.5%,0.8%,4.3%,75.6%,17.4%,28.5%,22.6%,13.0%,9.0%,4.2%,6.7%,4.0%,6.5%,5.4%,19.7,3.0%,15.6%,47.4%,34.0%,290
Illinois,Tazewell,94.5%,86.2%,8.3%,0.3%,1.6%,0.2%,0.7%,2.7%,56.5%,43.2%,18.1%,15.6%,17.3%,18.3%,8.4%,10.6%,5.2%,3.8%,2.8%,20.7,1.6%,15.9%,45.3%,37.2%,291
Illinois,Union,94.4%,82.2%,12.2%,0.0%,1.9%,0.1%,1.2%,2.4%,58.0%,35.9%,24.4%,14.0%,10.7%,10.2%,5.7%,16.4%,7.8%,5.7%,5.3%,22.8,2.5%,14.9%,46.7%,36.0%,293
Illinois,Vermilion,92.2%,80.4%,11.9%,0.5%,3.2%,0.2%,0.9%,3.0%,83.5%,13.3%,22.7%,19.8%,17.4%,12.7%,3.9%,10.4%,4.3%,4.7%,4.0%,19.7,3.3%,21.1%,44.2%,31.3%,296
Illinois,Wabash,93.2%,83.7%,9.5%,0.3%,1.1%,0.4%,1.5%,3.5%,59.1%,14.0%,32.0%,17.4%,9.2%,9.7%,6.1%,7.9%,5.9%,7.3%,4.4%,19.6,0.4%,18.3%,44.6%,36.8%,299
Illinois,Warren,86.6%,77.9%,8.7%,0.2%,7.0%,0.5%,1.0%,4.8%,63.9%,31.7%,42.3%,11.3%,8.1%,11.3%,5.4%,7.7%,3.5%,4.1%,6.3%,19.3,1.3%,21.1%,42.1%,35.5%,301
Illinois,Washington,90.5%,80.7%,9.8%,0.8%,2.5%,0.1%,0.8%,5.2%,55.5%,40.3%,24.5%,11.6%,11.6%,10.4%,4.8%,10.9%,9.6%,7.6%,9.1%,24.8,0.6%,13.5%,41.3%,44.7%,305
Illinois,Wayne,91.5%,81.1%,10.3%,0.5%,3.9%,0.3%,0.5%,3.2%,66.8%,30.5%,32.0%,13.7%,11.7%,12.3%,3.9%,10.0%,5.4%,5.3%,5.9%,20.4,1.2%,17.0%,39.6%,42.2%,310
Illinois,White,92.9%,80.6%,12.3%,0.6%,1.5%,0.0%,1.4%,3.7%,60.1%,20.3%,31.1%,10.4%,9.7%,9.9%,4.9%,10.6%,5.1%,8.0%,10.2%,26.0,2.6%,17.3%,45.9%,34.2%,312
Illinois,Whiteside,92.9%,82.6%,10.3%,0.7%,2.3%,0.4%,0.7%,3.1%,69.8%,20.3%,27.5%,19.1%,15.4%,12.5%,5.3%,6.9%,3.8%,4.2%,5.3%,19.6,1.9%,19.2%,44.6%,34.3%,314
Illinois,Will,89.6%,81.7%,7.9%,4.4%,1.0%,0.1%,1.0%,3.9%,46.4%,52.2%,10.0%,10.0%,11.1%,11.1%,5.5%,13.2%,8.9%,12.5%,17.7%,33.6,1.3%,13.1%,47.2%,38.5%,320
Illinois,Williamson,95.0%,86.8%,8.2%,0.3%,1.9%,0.2%,0.5%,2.0%,67.6%,30.6%,17.3%,18.9%,21.0%,15.7%,5.3%,10.2%,3.5%,4.0%,4.1%,20.4,1.7%,20.1%,47.0%,31.3%,324
Illinois,Winnebago,93.4%,84.4%,9.1%,0.9%,1.4%,0.3%,0.8%,3.2%,83.3%,12.3%,15.0%,17.8%,19.3%,18.1%,6.9%,9.5%,3.6%,3.5%,6.2%,21.9,2.3%,20.8%,43.9%,33.0%,325
Illinois,Woodford,93.7%,84.5%,9.2%,0.0%,1.4%,0.2%,1.2%,3.5%,38.3%,61.3%,18.3%,10.5%,13.3%,16.4%,11.6%,13.7%,7.3%,5.3%,3.6%,22.8,1.1%,11.2%,44.1%,43.5%,328
Indiana,Adams,92.9%,78.2%,14.7%,0.1%,1.9%,0.4%,1.0%,3.7%,66.7%,29.2%,29.6%,18.8%,10.3%,8.3%,4.0%,9.3%,6.5%,6.2%,7.0%,21.8,9.8%,12.0%,39.3%,38.9%,330
Indiana,Allen,93.6%,85.7%,7.9%,0.6%,1.3%,0.2%,0.9%,3.4%,90.6%,8.0%,11.9%,16.8%,21.7%,23.2%,7.9%,9.7%,3.2%,2.9%,2.9%,20.4,2.7%,19.9%,46.1%,31.3%,335
Indiana,Bartholomew,93.3%,83.9%,9.4%,0.4%,1.2%,0.1%,2.0%,3.0%,81.9%,17.0%,18.2%,22.9%,18.7%,15.1%,5.3%,7.5%,3.8%,3.2%,5.3%,19.8,1.5%,16.5%,42.4%,39.6%,342
Indiana,Benton,90.5%,79.6%,10.9%,0.0%,3.0%,0.5%,1.0%,4.9%,45.9%,51.6%,21.5%,11.1%,13.1%,8.5%,7.2%,11.4%,9.9%,11.0%,6.4%,25.0,0.3%,17.4%,38.6%,43.7%,179
Indiana,Blackford,95.2%,84.9%,10.4%,0.0%,1.2%,0.3%,0.4%,2.9%,49.7%,49.6%,28.6%,12.1%,7.0%,6.4%,7.8%,16.5%,8.6%,7.0%,6.2%,23.9,1.5%,18.1%,42.2%,38.2%,183
Indiana,Boone,92.6%,86.2%,6.3%,0.1%,1.3%,0.0%,1.7%,4.3%,40.0%,58.7%,18.6%,11.0%,11.3%,11.6%,9.0%,16.3%,11.1%,7.6%,3.5%,23.6,0.8%,11.9%,50.8%,36.5%,185
Indiana,Brown,91.8%,80.6%,11.3%,0.5%,1.7%,0.0%,1.0%,5.0%,37.2%,61.4%,10.1%,7.4%,7.9%,12.0%,6.1%,16.6%,9.9%,14.8%,15.3%,35.2,0.8%,16.1%,33.3%,49.8%,188
Indiana,Carroll,92.0%,83.8%,8.1%,0.6%,2.0%,0.0%,1.0%,4.4%,39.3%,60.1%,16.3%,9.4%,9.7%,10.2%,7.7%,18.6%,14.5%,9.4%,4.1%,26.0,1.0%,14.3%,43.2%,41.5%,195
Indiana,Cass,92.8%,83.0%,9.8%,0.6%,2.2%,0.1%,1.5%,2.8%,73.9%,25.2%,22.9%,21.7%,18.5%,13.3%,3.3%,7.1%,3.1%,4.5%,5.6%,19.9,1.3%,17.6%,48.0%,33.1%,211
Indiana,Clark,95.3%,85.4%,9.9%,0.8%,1.3%,0.2%,0.5%,2.0%,47.8%,15.2%,12.0%,13.8%,17.9%,18.9%,8.3%,14.2%,6.6%,5.1%,3.3%,22.5,2.4%,20.4%,43.0%,34.1%,215
Indiana,Clay,94.7%,86.5%,8.2%,0.1%,1.2%,0.2%,0.8%,3.0%,47.4%,52.0%,19.9%,13.7%,9.4%,10.4%,6.3%,13.9%,9.7%,8.5%,8.2%,25.7,1.0%,13.9%,43.8%,41.4%,221
Indiana,Clinton,93.0%,81.8%,11.1%,0.0%,1.5%,0.2%,1.3%,4.1%,59.9%,39.0%,20.2%,17.3%,14.6%,11.3%,5.4%,13.3%,6.3%,6.5%,4.9%,21.9,2.2%,15.3%,37.9%,44.6%,226
Indiana,Crawford,93.8%,85.5%,8.3%,1.1%,1.1%,0.0%,0.6%,3.4%,37.1%,52.1%,11.5%,7.4%,9.0%,8.9%,5.8%,15.6%,7.1%,17.4%,17.3%,34.2,2.2%,12.8%,31.9%,53.1%,232
Indiana,Daviess,91.0%,72.6%,18.4%,0.1%,3.3%,0.1%,1.0%,4.5%,66.1%,32.9%,26.1%,18.1%,12.9%,9.7%,4.5%,8.6%,5.3%,6.9%,7.8%,22.6,10.9%,14.6%,34.4%,40.1%,239
Indiana,Dearborn,93.1%,81.1%,12.1%,0.3%,2.2%,0.0%,0.8%,3.6%,41.2%,8.8%,12.8%,10.1%,11.5%,12.4%,7.7%,13.9%,12.3%,12.9%,6.4%,28.1,1.0%,12.1%,36.4%,50.5%,242
Indiana,Decatur,93.6%,85.3%,8.3%,0.6%,1.3%,0.6%,0.3%,3.7%,70.1%,28.3%,30.0%,16.1%,12.6%,11.1%,2.7%,8.6%,5.2%,5.3%,8.5%,21.1,1.1%,15.2%,40.9%,42.9%,246
Indiana,DeKalb,92.5%,82.7%,9.7%,0.1%,2.1%,0.4%,0.7%,4.1%,60.0%,37.4%,23.7%,15.7%,13.1%,13.0%,7.5%,12.7%,6.2%,4.3%,4.0%,20.7,1.5%,16.0%,44.1%,38.4%,249
Indiana,Delaware,88.9%,78.5%,10.4%,1.9%,5.6%,0.7%,0.4%,2.6%,81.8%,17.1%,22.4%,20.4%,20.7%,12.9%,4.5%,6.8%,2.4%,4.3%,5.5%,19.2,2.8%,19.0%,42.2%,35.9%,252
Indiana,Dubois,93.2%,86.1%,7.1%,0.0%,2.3%,0.0%,0.7%,3.8%,88.3%,11.1%,24.5%,23.1%,14.7%,14.6%,4.2%,8.9%,2.4%,2.7%,4.8%,18.7,0.8%,13.9%,40.3%,45.0%,254
Indiana,Elkhart,92.0%,80.1%,11.9%,0.4%,2.0%,1.3%,1.4%,2.9%,86.7%,11.8%,19.3%,19.0%,19.4%,17.0%,6.3%,9.6%,4.5%,2.5%,2.4%,18.8,4.3%,18.6%,44.4%,32.6%,260
Indiana,Fayette,94.4%,83.9%,10.5%,0.3%,1.9%,0.6%,1.6%,1.2%,65.8%,30.5%,22.7%,18.4%,13.8%,8.9%,5.8%,7.7%,4.1%,8.7%,9.9%,24.0,3.1%,17.3%,39.1%,40.6%,263
Indiana,Floyd,95.0%,86.5%,8.5%,0.8%,1.1%,0.2%,0.5%,2.5%,41.1%,22.1%,10.6%,14.5%,18.6%,19.0%,9.3%,15.2%,5.9%,3.8%,3.0%,22.5,1.4%,17.3%,40.3%,41.0%,267
Indiana,Fountain,90.3%,80.1%,10.2%,0.1%,3.8%,0.1%,1.0%,4.8%,46.5%,40.1%,20.8%,11.1%,10.6%,12.2%,6.2%,11.0%,11.9%,7.6%,8.7%,27.2,1.2%,14.6%,43.8%,40.4%,270
Indiana,Franklin,91.9%,78.9%,13.0%,0.1%,2.2%,0.2%,0.7%,5.0%,36.7%,37.7%,19.6%,11.2%,8.3%,11.1%,5.8%,9.3%,10.0%,13.7%,11.0%,28.5,1.2%,10.8%,38.2%,49.7%,272
Indiana,Fulton,90.8%,82.3%,8.5%,0.3%,2.7%,0.0%,2.0%,4.2%,55.8%,42.8%,25.1%,15.6%,10.7%,10.6%,5.9%,10.5%,7.9%,6.9%,6.7%,23.2,2.5%,17.7%,42.9%,37.0%,276
Indiana,Gibson,94.5%,85.0%,9.5%,0.0%,2.0%,0.2%,0.5%,2.9%,66.3%,31.4%,21.4%,15.3%,14.4%,11.2%,5.0%,11.6%,9.6%,7.4%,4.2%,22.9,1.0%,16.4%,42.6%,40.0%,286
Indiana,Grant,90.4%,82.0%,8.5%,0.1%,4.2%,0.4%,1.4%,3.5%,81.3%,17.7%,26.2%,19.6%,15.9%,14.0%,5.4%,6.7%,3.3%,4.0%,4.9%,19.3,2.9%,17.5%,43.4%,36.1%,297
Indiana,Greene,95.1%,83.2%,11.9%,0.3%,2.1%,0.5%,0.4%,1.6%,44.8%,53.7%,19.4%,9.2%,11.4%,10.8%,5.1%,16.4%,6.6%,10.3%,10.7%,28.7,2.3%,14.5%,33.2%,50.0%,309
Indiana,Hamilton,91.9%,84.4%,7.4%,0.3%,0.9%,0.2%,0.6%,6.1%,47.9%,51.1%,11.0%,13.2%,14.2%,14.7%,7.6%,14.9%,10.7%,9.3%,4.5%,25.4,0.7%,14.4%,54.1%,30.8%,321
Indiana,Hancock,93.7%,86.6%,7.0%,0.4%,1.4%,0.0%,0.4%,4.1%,34.8%,64.4%,12.8%,9.1%,11.0%,13.0%,9.5%,17.0%,11.7%,10.2%,5.7%,27.5,0.9%,13.0%,46.0%,40.1%,329
Indiana,Harrison,95.4%,86.3%,9.0%,0.1%,0.4%,0.1%,0.6%,3.4%,42.9%,29.1%,9.7%,9.5%,10.9%,11.4%,6.9%,15.3%,13.1%,15.8%,7.5%,29.9,0.8%,10.1%,34.1%,54.9%,334
Indiana,Hendricks,94.7%,87.8%,6.9%,0.1%,0.8%,0.1%,1.2%,3.1%,38.2%,60.9%,11.9%,11.4%,11.5%,15.0%,8.9%,17.9%,10.5%,8.5%,4.5%,25.9,0.9%,13.9%,50.0%,35.2%,341
Indiana,Henry,95.2%,84.5%,10.7%,0.1%,1.4%,0.4%,0.8%,2.1%,54.1%,45.0%,20.6%,14.2%,12.8%,9.2%,4.8%,10.5%,7.0%,10.7%,10.1%,26.5,1.2%,15.7%,39.7%,43.4%,344
Indiana,Howard,94.2%,85.4%,8.8%,0.2%,1.5%,0.3%,1.1%,2.6%,81.8%,17.4%,21.5%,24.5%,22.9%,10.1%,2.7%,4.4%,2.5%,5.1%,6.3%,19.2,2.2%,20.5%,46.5%,30.8%,348
Indiana,Huntington,92.9%,82.3%,10.6%,0.3%,2.5%,0.1%,0.7%,3.5%,63.8%,35.5%,29.2%,15.5%,14.4%,10.1%,4.5%,8.3%,7.5%,6.1%,4.3%,21.0,0.5%,14.8%,46.0%,38.8%,352
Indiana,Jackson,92.3%,83.3%,9.0%,0.1%,1.3%,0.0%,4.2%,2.0%,77.2%,21.8%,25.8%,18.6%,14.9%,11.1%,4.8%,10.4%,4.5%,5.4%,4.5%,19.8,2.2%,17.7%,40.4%,39.6%,355
Indiana,Jasper,92.3%,82.7%,9.5%,0.3%,2.6%,0.9%,0.8%,3.1%,56.0%,38.3%,25.9%,13.8%,8.7%,7.6%,2.9%,8.2%,8.4%,11.8%,12.7%,27.1,1.7%,13.9%,42.7%,41.7%,356
Indiana,Jay,93.5%,81.5%,12.0%,0.4%,1.6%,0.2%,0.6%,3.8%,62.9%,29.3%,23.7%,17.3%,13.0%,14.0%,4.6%,9.7%,6.0%,6.1%,5.6%,21.9,1.9%,15.8%,36.5%,45.8%,358
Indiana,Jefferson,92.2%,82.0%,10.2%,0.3%,3.5%,0.3%,0.7%,3.0%,76.6%,13.3%,25.5%,18.3%,15.7%,10.5%,5.0%,6.6%,5.4%,7.5%,5.5%,20.8,1.4%,21.0%,37.4%,40.2%,363
Indiana,Jennings,93.2%,82.2%,11.0%,0.6%,0.4%,0.4%,2.4%,3.1%,51.1%,47.9%,14.3%,13.3%,14.3%,14.7%,6.9%,14.2%,7.0%,6.6%,8.7%,25.3,0.8%,16.3%,38.2%,44.7%,367
Indiana,Johnson,93.7%,85.0%,8.7%,0.3%,1.2%,0.2%,0.9%,3.8%,43.7%,55.2%,12.6%,12.3%,13.8%,13.4%,8.1%,15.5%,9.4%,9.7%,5.1%,25.7,1.3%,15.5%,48.3%,34.9%,370
Indiana,Knox,91.4%,83.6%,7.9%,0.2%,3.8%,0.1%,0.7%,3.8%,80.8%,15.8%,25.3%,22.0%,17.7%,9.8%,4.4%,8.0%,5.1%,3.6%,4.2%,18.7,1.6%,17.9%,47.1%,33.5%,376
Indiana,Kosciusko,91.3%,80.6%,10.6%,0.4%,2.4%,0.8%,0.6%,4.6%,77.4%,21.6%,21.0%,19.2%,18.2%,14.7%,6.6%,8.8%,3.6%,3.8%,4.0%,19.6,2.8%,18.1%,47.8%,31.4%,384
Indiana,LaGrange,75.7%,55.0%,20.8%,0.8%,3.0%,7.0%,3.9%,9.4%,60.7%,32.0%,17.8%,12.9%,15.7%,17.2%,7.9%,13.0%,6.7%,4.8%,4.0%,21.9,26.1%,12.8%,32.0%,29.2%,386
Indiana,Lake,92.3%,84.0%,8.2%,3.4%,1.7%,0.2%,0.6%,1.9%,69.1%,5.6%,11.3%,13.7%,14.7%,14.5%,6.3%,13.5%,6.7%,8.2%,11.1%,27.7,2.8%,21.9%,42.2%,33.1%,389
Indiana,LaPorte,93.2%,84.4%,8.9%,0.9%,1.8%,0.4%,0.6%,3.1%,72.9%,20.8%,22.2%,18.1%,15.2%,13.0%,6.4%,8.3%,5.2%,6.1%,5.6%,21.4,2.1%,19.4%,44.4%,34.0%,392
Indiana,Lawrence,95.1%,85.8%,9.3%,0.6%,1.0%,0.0%,0.8%,2.4%,63.2%,36.1%,17.5%,16.8%,12.5%,12.7%,4.3%,13.1%,7.5%,9.3%,6.3%,25.2,0.7%,16.0%,43.2%,40.1%,396
Indiana,Madison,92.9%,82.3%,10.6%,0.5%,2.6%,0.5%,0.7%,2.8%,61.4%,38.0%,17.8%,15.0%,13.7%,11.4%,5.7%,9.7%,7.9%,10.1%,8.7%,25.5,2.5%,20.7%,42.7%,34.2%,401
Indiana,Marion,92.2%,82.1%,10.2%,1.8%,1.9%,0.3%,0.7%,3.0%,84.1%,15.2%,11.4%,13.6%,18.7%,20.2%,8.5%,15.0%,4.9%,4.1%,3.5%,22.2,2.8%,27.1%,43.9%,26.2%,409
Indiana,Marshall,91.6%,79.1%,12.6%,0.2%,2.8%,1.4%,0.9%,3.0%,64.3%,34.9%,24.3%,18.1%,15.1%,9.8%,6.0%,8.1%,6.8%,6.7%,5.2%,21.7,3.5%,15.1%,45.2%,36.3%,412
Indiana,Martin,94.6%,83.5%,11.1%,0.4%,1.3%,0.2%,1.5%,2.1%,56.1%,42.3%,24.4%,9.2%,10.3%,8.4%,6.9%,19.9%,7.3%,7.9%,5.7%,24.6,0.8%,11.7%,40.3%,47.3%,418
Indiana,Miami,92.7%,83.3%,9.4%,0.2%,2.3%,0.3%,1.1%,3.5%,55.1%,44.0%,20.0%,15.0%,15.6%,15.3%,6.9%,12.6%,4.2%,4.7%,5.7%,22.3,1.6%,16.3%,39.3%,42.8%,420
Indiana,Monroe,84.0%,74.5%,9.5%,3.3%,6.5%,1.4%,0.6%,4.2%,87.7%,11.2%,19.9%,23.4%,23.5%,13.8%,4.5%,5.7%,1.8%,2.9%,4.5%,18.3,2.7%,24.1%,43.7%,29.4%,422
Indiana,Montgomery,90.0%,80.3%,9.7%,0.0%,5.1%,0.3%,0.9%,3.7%,76.7%,22.6%,21.9%,22.1%,17.9%,11.5%,3.6%,6.0%,6.1%,5.7%,5.3%,20.0,2.6%,15.9%,43.1%,38.4%,425
Indiana,Morgan,93.5%,82.8%,10.7%,0.0%,2.1%,0.1%,1.1%,3.2%,38.7%,60.3%,16.5%,9.2%,7.7%,11.0%,7.2%,14.6%,11.8%,13.6%,8.4%,28.7,1.3%,12.3%,42.6%,43.8%,430
Indiana,Newton,93.3%,80.6%,12.7%,0.8%,2.2%,0.1%,0.3%,3.3%,43.9%,41.8%,21.6%,11.2%,10.4%,11.7%,4.7%,8.3%,5.2%,13.6%,13.4%,28.2,0.7%,12.4%,36.8%,50.1%,433
Indiana,Noble,92.2%,79.7%,12.5%,0.1%,3.5%,0.3%,1.1%,2.7%,58.2%,41.2%,21.7%,14.5%,14.0%,12.9%,6.8%,10.4%,7.2%,6.7%,5.8%,22.6,3.1%,16.0%,40.8%,40.2%,436
Indiana,Ohio,95.0%,87.2%,7.9%,0.0%,1.6%,0.2%,0.6%,2.7%,29.1%,41.0%,17.5%,5.3%,6.0%,16.3%,5.5%,11.3%,10.4%,14.6%,13.0%,31.0,0.2%,12.6%,39.1%,48.1%,440
Indiana,Orange,92.7%,81.7%,11.0%,0.0%,2.4%,0.0%,0.6%,4.4%,66.1%,29.9%,26.3%,12.3%,14.0%,10.2%,4.3%,7.8%,5.2%,7.0%,12.9%,26.3,2.7%,18.7%,36.8%,41.8%,444
Indiana,Owen,93.6%,77.2%,16.4%,0.7%,2.8%,0.2%,0.7%,2.0%,39.4%,59.4%,15.0%,10.4%,9.5%,12.8%,5.3%,14.7%,6.8%,10.1%,15.4%,31.2,1.3%,14.6%,41.0%,43.1%,448
Indiana,Parke,88.5%,80.0%,8.6%,0.8%,2.1%,0.0%,2.1%,6.5%,46.8%,51.0%,18.4%,13.4%,15.4%,12.6%,5.1%,9.6%,7.9%,8.0%,9.6%,25.2,6.7%,16.2%,44.7%,32.4%,452
Indiana,Perry,94.9%,81.3%,13.6%,0.0%,1.8%,0.0%,1.3%,2.0%,63.8%,28.1%,27.3%,12.5%,10.7%,12.5%,5.8%,12.5%,3.9%,7.7%,7.0%,23.1,0.7%,14.0%,34.0%,51.2%,459
Indiana,Pike,96.3%,85.9%,10.4%,0.1%,1.0%,0.4%,0.6%,1.6%,39.4%,59.4%,14.5%,9.5%,12.0%,16.6%,4.0%,18.5%,12.0%,7.3%,5.7%,26.0,1.7%,9.1%,45.6%,43.6%,465
Indiana,Porter,92.8%,84.3%,8.5%,1.6%,1.4%,0.3%,0.3%,3.5%,54.4%,36.6%,15.3%,13.0%,12.9%,13.7%,6.9%,12.2%,8.0%,8.9%,9.1%,26.5,0.9%,17.3%,44.2%,37.7%,468
Indiana,Posey,94.7%,87.8%,6.9%,0.0%,2.1%,0.2%,0.6%,2.3%,47.0%,51.3%,17.7%,11.4%,10.2%,16.8%,9.8%,14.0%,8.8%,7.4%,3.9%,24.0,1.3%,12.7%,38.7%,47.3%,471
Indiana,Pulaski,89.7%,78.6%,11.1%,1.1%,4.3%,0.0%,0.6%,4.3%,63.5%,35.2%,34.2%,15.7%,9.9%,8.8%,4.2%,8.5%,3.8%,5.6%,9.4%,21.2,1.6%,15.7%,40.5%,42.2%,477
Indiana,Putnam,88.2%,77.5%,10.7%,0.1%,6.0%,0.1%,1.1%,4.5%,63.3%,35.5%,25.7%,11.9%,10.2%,11.3%,3.6%,7.3%,6.5%,11.0%,12.5%,26.6,0.9%,16.8%,41.9%,40.4%,480
Indiana,Randolph,90.6%,79.1%,11.6%,0.3%,2.7%,0.1%,1.5%,4.8%,51.6%,39.0%,25.7%,10.1%,11.2%,14.4%,7.2%,12.6%,7.0%,6.8%,4.9%,22.6,1.3%,16.2%,41.0%,41.5%,485
Indiana,Ripley,93.6%,83.5%,10.1%,0.2%,2.0%,0.0%,1.2%,3.0%,56.0%,30.3%,23.7%,12.8%,10.8%,11.7%,6.7%,10.4%,5.1%,8.4%,10.4%,25.3,1.5%,12.6%,36.1%,49.9%,488
Indiana,Rush,92.9%,82.0%,10.9%,0.6%,1.8%,0.0%,0.1%,4.6%,46.8%,52.8%,20.6%,13.3%,10.7%,10.3%,6.1%,11.8%,5.0%,10.0%,12.1%,26.4,1.5%,16.0%,37.9%,44.5%,493
Indiana,St. Joseph,90.7%,82.6%,8.2%,1.3%,3.5%,0.7%,0.9%,2.8%,83.1%,12.9%,16.0%,18.0%,20.8%,18.5%,7.0%,9.6%,3.5%,3.5%,3.0%,19.8,2.4%,21.6%,44.7%,31.3%,496
Indiana,Scott,94.5%,81.5%,13.0%,0.1%,2.8%,0.5%,0.6%,1.5%,51.2%,38.5%,19.9%,16.0%,13.1%,7.5%,4.9%,14.6%,7.4%,10.5%,5.9%,24.8,1.9%,15.5%,42.0%,40.7%,504
Indiana,Shelby,93.8%,83.4%,10.3%,0.3%,1.1%,0.2%,1.1%,3.5%,56.2%,43.3%,15.7%,16.6%,15.6%,9.7%,6.7%,11.2%,10.4%,8.4%,5.7%,24.4,2.2%,15.5%,42.9%,39.5%,506
Indiana,Spencer,95.2%,84.3%,10.9%,0.0%,1.7%,0.0%,0.2%,2.9%,44.7%,44.2%,19.8%,9.3%,12.9%,11.8%,5.5%,12.5%,9.9%,10.2%,8.0%,27.3,0.5%,9.2%,38.9%,51.4%,509
Indiana,Starke,94.4%,84.3%,10.1%,0.4%,2.3%,0.1%,0.4%,2.5%,44.4%,52.5%,17.7%,12.2%,12.8%,10.2%,5.4%,9.3%,5.4%,13.5%,13.5%,29.3,2.5%,16.7%,41.2%,39.6%,512
Indiana,Steuben,93.1%,83.7%,9.4%,0.1%,2.6%,0.2%,1.0%,3.0%,66.6%,27.3%,26.1%,16.0%,15.8%,10.8%,6.5%,7.6%,4.7%,6.2%,6.4%,20.9,2.4%,16.8%,40.8%,40.0%,515
Indiana,Sullivan,94.9%,83.4%,11.5%,0.0%,0.9%,0.2%,1.7%,2.3%,53.3%,43.7%,18.8%,14.1%,11.6%,14.4%,6.1%,10.7%,8.3%,9.4%,6.6%,25.1,0.4%,13.8%,42.5%,43.3%,518
Indiana,Switzerland,89.9%,77.9%,12.0%,0.1%,3.3%,0.0%,1.0%,5.6%,40.6%,32.0%,11.9%,10.5%,16.3%,12.6%,8.9%,9.7%,5.7%,11.9%,12.5%,30.6,3.8%,14.9%,34.7%,46.6%,526
Indiana,Tippecanoe,86.1%,76.5%,9.6%,3.4%,5.6%,0.8%,0.7%,3.3%,90.5%,8.9%,20.0%,24.9%,23.5%,14.6%,4.1%,5.8%,1.8%,1.9%,3.2%,17.4,3.0%,22.9%,45.4%,28.8%,530
Indiana,Tipton,91.5%,83.7%,7.8%,0.1%,1.5%,0.2%,0.4%,6.3%,45.8%,54.0%,23.4%,11.6%,12.3%,13.6%,7.6%,10.3%,5.7%,7.0%,8.5%,23.9,1.3%,12.3%,45.0%,41.4%,534
Indiana,Union,94.5%,86.1%,8.4%,0.1%,1.6%,0.0%,1.1%,2.7%,33.2%,30.6%,13.8%,16.7%,12.1%,15.2%,12.2%,13.5%,2.7%,4.6%,9.2%,26.5,0.7%,17.3%,37.1%,44.9%,538
Indiana,Vanderburgh,92.8%,83.2%,9.6%,1.3%,2.5%,0.3%,0.9%,2.2%,87.4%,9.9%,15.8%,20.5%,25.3%,17.8%,4.7%,8.1%,2.6%,2.6%,2.7%,18.4,2.8%,22.6%,42.9%,31.7%,543
Indiana,Vermillion,96.1%,85.3%,10.8%,0.0%,1.3%,0.0%,0.1%,2.4%,46.6%,39.9%,18.3%,13.0%,14.3%,14.9%,7.7%,15.1%,4.2%,5.3%,7.2%,23.8,3.0%,17.4%,42.5%,37.1%,548
Indiana,Vigo,91.5%,83.0%,8.5%,0.7%,3.7%,0.6%,1.0%,2.5%,90.0%,8.1%,19.3%,21.5%,21.6%,15.5%,5.0%,7.3%,2.4%,2.8%,4.6%,19.5,2.3%,21.4%,44.5%,31.7%,553
Indiana,Wabash,91.3%,82.1%,9.3%,0.5%,4.6%,0.2%,1.1%,2.2%,69.1%,30.0%,27.2%,20.7%,11.6%,9.5%,7.2%,8.1%,4.9%,5.6%,5.0%,19.9,2.0%,16.1%,46.3%,35.7%,555
Indiana,Warren,91.8%,83.2%,8.6%,0.0%,1.3%,0.0%,0.7%,6.2%,35.9%,51.5%,18.1%,16.0%,15.7%,11.3%,8.9%,7.4%,8.6%,8.1%,6.0%,23.9,1.3%,13.6%,40.7%,44.4%,567
Indiana,Warrick,95.5%,88.0%,7.5%,0.1%,0.7%,0.1%,0.8%,2.9%,36.3%,59.6%,13.4%,13.5%,16.8%,18.4%,7.4%,12.8%,7.9%,6.0%,3.9%,22.8,0.9%,10.5%,47.0%,41.6%,575
Indiana,Washington,91.4%,80.6%,10.7%,0.0%,2.6%,0.0%,2.7%,3.4%,49.9%,38.7%,17.7%,11.2%,9.2%,10.5%,5.2%,13.0%,9.9%,13.7%,9.7%,28.2,2.6%,13.9%,38.8%,44.7%,584
Indiana,Wayne,92.6%,80.9%,11.7%,0.8%,2.8%,0.3%,1.2%,2.5%,84.3%,9.9%,21.4%,26.9%,17.1%,11.8%,4.2%,5.8%,2.3%,3.7%,6.7%,19.9,4.1%,22.3%,41.4%,32.1%,586
Indiana,Wells,92.8%,85.0%,7.8%,0.1%,1.8%,0.7%,1.0%,3.6%,57.3%,41.8%,23.0%,13.7%,14.2%,14.0%,5.2%,10.2%,8.5%,7.0%,4.2%,21.9,1.2%,12.9%,44.2%,41.7%,590
